Date,AAPL,ABT,ADBE,AMD,AMZN,BA,BAC,BLK,BMY,C,CAT,COP,COST,CVX,EOG,GE,GOOGL,GS,HAL,HD,HON,JNJ,JPM,KHC,KO,LLY,LMT,LOW,MCD,MDLZ,MMM,MRK,MS,MSFT,NKE,NVDA,ORCL,PEP,PFE,PG,PSX,SBUX,SLB,TSLA,UNH,UNP,WFC,WMT,XOM
2024-01-17,182.67999267578125,113.93000030517578,596.0999755859375,160.1699981689453,151.7100067138672,203.05999755859375,31.799999237060547,787.4299926757812,49.97999954223633,51.36000061035156,278.6300048828125,107.56999969482422,684.1900024414062,143.1199951171875,110.62999725341797,101.26097106933594,141.47000122070312,377.17999267578125,33.2400016784668,355.70001220703125,197.9499969482422,160.42999267578125,167.08999633789062,37.790000915527344,59.9900016784668,628.9099731445312,456.4700012207031,218.0500030517578,291.1600036621094,73.30000305175781,88.69564819335938,118.12999725341797,84.41000366210938,389.4700012207031,100.81999969482422,56.053001403808594,106.43000030517578,166.44000244140625,28.149999618530273,149.94000244140625,128.27000427246094,91.7699966430664,47.88999938964844,215.5500030517578,524.9400024414062,235.80999755859375,46.66999816894531,53.689998626708984,96.9800033569336
2024-01-18,188.6300048828125,114.0199966430664,593.7000122070312,162.6699981689453,153.5,211.61000061035156,31.729999542236328,795.260009765625,50.09000015258789,51.11000061035156,281.8999938964844,106.93000030517578,687.3099975585938,141.82000732421875,110.08999633789062,102.5937728881836,143.47999572753906,376.9100036621094,33.310001373291016,357.8999938964844,200.1300048828125,161.2100067138672,167.4199981689453,37.0099983215332,60.15999984741211,623.3499755859375,459.57000732421875,218.22999572753906,294.3599853515625,72.91000366210938,88.99665832519531,118.54000091552734,83.9000015258789,393.8699951171875,100.94000244140625,57.106998443603516,108.69999694824219,167.1699981689453,28.09000015258789,148.13999938964844,127.66999816894531,93.33999633789062,48.560001373291016,211.8800048828125,516.3400268554688,237.99000549316406,46.439998626708984,54.413333892822266,96.80000305175781
2024-01-19,191.55999755859375,114.69000244140625,611.5499877929688,174.22999572753906,155.33999633789062,215.02000427246094,32.220001220703125,805.4400024414062,50.11000061035156,51.52000045776367,285.2799987792969,107.87000274658203,694.969970703125,142.24000549316406,110.16999816894531,103.599365234375,146.3800048828125,382.20001220703125,33.970001220703125,362.4100036621094,200.77999877929688,161.67999267578125,170.30999755859375,37.08000183105469,59.83000183105469,628.5800170898438,457.760009765625,220.00999450683594,300.5299987792969,72.8499984741211,90.10033416748047,118.88999938964844,85.33999633789062,398.6700134277344,101.77999877929688,59.49100112915039,109.66999816894531,165.77999877929688,28.280000686645508,147.57000732421875,129.08999633789062,93.86000061035156,49.63999938964844,212.19000244140625,503.55999755859375,239.27000427246094,48.119998931884766,54.12666702270508,96.94999694824219
2024-01-22,193.88999938964844,114.19000244140625,603.5900268554688,168.17999267578125,154.77999877929688,214.92999267578125,32.54999923706055,794.02001953125,49.56999969482422,52.84000015258789,288.6700134277344,108.05999755859375,692.510009765625,142.49000549316406,110.63999938964844,104.7326431274414,145.99000549316406,385.9599914550781,34.43000030517578,356.69000244140625,201.0399932861328,162.47000122070312,170.11000061035156,36.7599983215332,59.56999969482422,630.8800048828125,458.760009765625,219.86000061035156,298.4100036621094,73.12000274658203,90.3177261352539,119.43000030517578,85.7300033569336,396.510009765625,100.55999755859375,59.65399932861328,110.0999984741211,165.11000061035156,28.309999465942383,147.86000061035156,129.66000366210938,93.06999969482422,50.68000030517578,208.8000030517578,512.989990234375,243.11000061035156,48.529998779296875,54.130001068115234,96.81999969482422
2024-01-23,195.17999267578125,114.0,597.1799926757812,168.4199981689453,156.02000427246094,211.5,32.77000045776367,792.5599975585938,50.119998931884766,53.29999923706055,288.8299865722656,107.98999786376953,687.5900268554688,142.08999633789062,110.37000274658203,103.71109008789062,147.0399932861328,380.7699890136719,35.29999923706055,350.7799987792969,202.94000244140625,159.80999755859375,168.99000549316406,37.150001525878906,59.849998474121094,629.6799926757812,439.6700134277344,214.47000122070312,300.04998779296875,74.41000366210938,80.3511734008789,119.83999633789062,86.73999786376953,398.8999938964844,101.9000015258789,59.87300109863281,111.83000183105469,167.63999938964844,28.43000030517578,153.97999572753906,131.11000061035156,91.97000122070312,50.41999816894531,209.13999938964844,515.52001953125,243.3300018310547,49.119998931884766,54.266666412353516,97.91000366210938
2024-01-24,194.5,110.7699966430664,606.47998046875,178.2899932861328,156.8699951171875,214.1300048828125,32.97999954223633,785.75,50.2400016784668,53.2599983215332,290.67999267578125,109.66999816894531,686.510009765625,144.9199981689453,112.08999633789062,103.69512939453125,148.6999969482422,379.3999938964844,36.83000183105469,347.2699890136719,199.8699951171875,158.9600067138672,170.5,36.81999969482422,58.90999984741211,633.7000122070312,431.6499938964844,210.5500030517578,300.44000244140625,73.94999694824219,77.95986938476562,118.87999725341797,87.56999969482422,402.55999755859375,100.76000213623047,61.36199951171875,114.30999755859375,165.60000610351562,28.329999923706055,152.1199951171875,133.6699981689453,92.04000091552734,51.66999816894531,207.8300018310547,513.22998046875,242.3300018310547,49.4900016784668,53.5,99.5999984741211
2024-01-25,194.1699981689453,112.44999694824219,622.5800170898438,180.3300018310547,157.75,201.8800048828125,33.38999938964844,790.4600219726562,49.61000061035156,53.72999954223633,300.7699890136719,112.05000305175781,679.9000244140625,148.57000732421875,114.8499984741211,103.69512939453125,151.8699951171875,382.70001220703125,37.0,350.9700012207031,202.55999755859375,159.55999755859375,172.94000244140625,37.2599983215332,59.15999984741211,627.6199951171875,431.0400085449219,212.0800018310547,297.2099914550781,74.5,80.25083923339844,120.12999725341797,88.0199966430664,404.8699951171875,100.7699966430664,61.617000579833984,115.0,166.55999755859375,27.469999313354492,155.6199951171875,137.64999389648438,92.61000061035156,52.470001220703125,182.6300048828125,493.3999938964844,241.57000732421875,49.880001068115234,54.279998779296875,102.12999725341797
2024-01-26,192.4199981689453,112.01000213623047,613.9299926757812,177.25,159.1199951171875,205.47000122070312,33.43000030517578,787.2999877929688,49.70000076293945,53.66999816894531,299.42999267578125,112.2300033569336,686.8800048828125,149.13999938964844,115.54000091552734,104.70072174072266,152.19000244140625,377.7900085449219,37.529998779296875,355.29998779296875,201.8000030517578,159.5,172.27999877929688,37.209999084472656,59.369998931884766,639.25,429.9100036621094,211.97999572753906,292.260009765625,75.13999938964844,80.25919342041016,120.81999969482422,87.7300033569336,403.92999267578125,102.75,61.03099822998047,114.63999938964844,167.86000061035156,27.469999313354492,156.13999938964844,140.22000122070312,92.80000305175781,52.91999816894531,183.25,503.20001220703125,240.38999938964844,50.31999969482422,54.75666809082031,103.0
2024-01-29,191.72999572753906,113.44999694824219,630.22998046875,177.8300018310547,161.25999450683594,205.19000244140625,33.61000061035156,788.7000122070312,49.869998931884766,54.11000061035156,303.25,111.5999984741211,694.010009765625,149.0800018310547,114.95999908447266,104.62889099121094,153.50999450683594,380.55999755859375,37.189998626708984,355.70001220703125,203.0500030517578,159.36000061035156,172.72999572753906,37.310001373291016,59.72999954223633,645.0,428.010009765625,211.83999633789062,292.30999755859375,75.72000122070312,80.58528137207031,121.27999877929688,87.62000274658203,409.7200012207031,103.87999725341797,62.46500015258789,113.75,168.14999389648438,27.479999542236328,156.16000366210938,139.08999633789062,93.80000305175781,53.20000076293945,190.92999267578125,504.5400085449219,245.1699981689453,50.349998474121094,55.01333236694336,103.12999725341797
2024-01-30,188.0399932861328,113.4800033569336,627.9600219726562,172.05999755859375,159.0,200.44000244140625,34.790000915527344,781.72998046875,49.38999938964844,57.09000015258789,304.760009765625,114.05000305175781,700.739990234375,150.1199951171875,116.77999877929688,106.88746643066406,151.4600067138672,386.8699951171875,36.810001373291016,357.1000061035156,205.89999389648438,158.77000427246094,176.27000427246094,37.349998474121094,59.900001525878906,644.97998046875,431.67999267578125,214.52000427246094,294.6499938964844,76.33999633789062,80.05852508544922,121.66000366210938,87.62000274658203,408.5899963378906,104.18000030517578,62.77399826049805,114.16000366210938,169.6199951171875,27.020000457763672,157.49000549316406,142.41000366210938,94.08000183105469,49.349998474121094,191.58999633789062,503.6099853515625,246.6999969482422,51.189998626708984,55.1966667175293,104.8499984741211
2024-01-31,184.39999389648438,113.1500015258789,617.780029296875,167.69000244140625,155.1999969482422,211.0399932861328,34.0099983215332,774.3099975585938,48.869998931884766,56.16999816894531,300.30999755859375,111.87000274658203,694.8800048828125,147.42999267578125,113.79000091552734,105.68236541748047,140.10000610351562,384.010009765625,35.650001525878906,352.9599914550781,202.25999450683594,158.89999389648438,174.36000061035156,37.130001068115234,59.4900016784668,645.6099853515625,429.4100036621094,212.83999633789062,292.7200012207031,75.2699966430664,78.8879623413086,120.77999877929688,87.23999786376953,397.5799865722656,101.52999877929688,61.527000427246094,111.69999694824219,168.52999877929688,27.079999923706055,157.13999938964844,144.30999755859375,93.02999877929688,48.70000076293945,187.2899932861328,511.739990234375,243.92999267578125,50.18000030517578,55.08333206176758,102.80999755859375
2024-02-01,186.86000061035156,114.48999786376953,627.9099731445312,170.47999572753906,159.27999877929688,209.80999755859375,33.54999923706055,784.9299926757812,48.66999816894531,56.060001373291016,307.69000244140625,111.37999725341797,704.47998046875,147.88999938964844,112.5999984741211,108.06863403320312,141.16000366210938,383.8500061035156,35.43000030517578,360.07000732421875,197.30999755859375,158.36000061035156,173.72999572753906,37.7599983215332,60.97999954223633,660.4299926757812,429.7699890136719,220.22999572753906,298.0799865722656,76.54000091552734,80.19230651855469,126.37999725341797,86.81999969482422,403.7799987792969,101.76000213623047,63.027000427246094,115.52999877929688,171.6999969482422,27.290000915527344,159.17999267578125,145.5500030517578,93.37000274658203,49.0,188.86000061035156,507.1400146484375,249.27000427246094,48.72999954223633,56.10333251953125,102.38999938964844
2024-02-02,185.85000610351562,112.11000061035156,634.760009765625,177.66000366210938,171.80999755859375,209.3800048828125,33.470001220703125,788.0,48.709999084472656,55.540000915527344,315.0899963378906,110.62999725341797,709.47998046875,152.24000549316406,110.8499984741211,108.97047424316406,142.3800048828125,387.8599853515625,34.77000045776367,357.2300109863281,196.11000061035156,156.61000061035156,174.72999572753906,37.650001525878906,60.540000915527344,667.6500244140625,425.9700012207031,219.49000549316406,297.04998779296875,76.87000274658203,79.32273864746094,126.41000366210938,87.2699966430664,411.2200012207031,100.70999908447266,66.16000366210938,115.79000091552734,170.97000122070312,26.93000030517578,158.08999633789062,145.47000122070312,92.98999786376953,49.0,187.91000366210938,510.2300109863281,248.3300018310547,49.15999984741211,56.52333450317383,101.97000122070312
2024-02-05,187.67999267578125,111.6500015258789,630.5,174.22999572753906,170.30999755859375,206.6300048828125,32.9900016784668,783.1699829101562,47.97999954223633,54.5,321.3999938964844,109.97000122070312,711.1599731445312,152.3300018310547,109.6500015258789,109.90422821044922,143.67999267578125,383.0199890136719,34.529998779296875,355.1400146484375,193.00999450683594,155.8000030517578,174.5,37.220001220703125,60.040000915527344,706.2000122070312,421.70001220703125,218.00999450683594,285.9700012207031,75.33000183105469,77.533447265625,126.18000030517578,85.88999938964844,405.6499938964844,99.68000030517578,69.33200073242188,116.38999938964844,170.9199981689453,26.56999969482422,158.2100067138672,147.24000549316406,92.51000213623047,48.54999923706055,181.05999755859375,502.9599914550781,246.63999938964844,48.70000076293945,56.220001220703125,101.55000305175781
